cluster_number	centroid	host_group	status	aln_best_pct_id	blastn_best_pct_id	best_pct_id	best_hit_name	taxonomy_level
55	SRR15442758Score=610.653_Edges=115215_12393_118317_118319_55151_127739_37691_Position=321_Alignment=40M2I82M1I144M3I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.671	99.671	Gammapapillomavirus 22	known_species
56	SRR21010207Score=634.534_Edges=23_7_13_29_Position=84_Alignment=40M3I81M1D136M8I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
57	SRR3643321Score=588.039_Edges=4035_10339_10335_531_2355_5459_5049_2023_2025_6525_6527_1543_1541_10871_7157_12319_6579_397_1411_1413_6681_3623_3619_4385_4383_8107_4445_5157_775_781_13159_9443_9447_13285_13281_2179_5317_5901_5121_8189_12943_12947_Position=19_Alignment=40M1I81M1D41M1I95M7I8M1I70M1D35M2I23M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.665	98.665	Human papillomavirus	known_species
58	SRR3643851Score=612.602_Edges=33487_39797_17347_13729_13725_21659_4733_39179_28117_32051_10475_40587_32769_32765_20047_32327_32325_45729_39977_3317_21323_30015_30017_45539_45535_31485_42269_35583_35581_Position=106_Alignment=40M2I122M1D95M4I8M2I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.683	98.683	Human papillomavirus	known_species
59	SRR7688548Score=656.243_Edges=7171_Position=3017_Alignment=40M2I218M2I8M4I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
60	SRR7993224Score=645.573_Edges=5549_4813_4811_Position=1297_Alignment=121M1D136M7I8M3I70M1I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.671	99.671	Human papillomavirus	known_species
61	ERR1924594Score=615.583_Edges=11_Position=2970_Alignment=40M1I218M4I8M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Rodent	ncbi_virus	NA	99.917	99.917	Human papillomavirus	known_species
62	SRR14825285Score=648.141_Edges=53_Position=1647_Alignment=40M2I81M1D136M7I8M2I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.67	99.67	Betapapillomavirus 4	known_species
63	SRR15442217Score=613.049_Edges=7_3_7_Position=6542_Alignment=40M2I122M1D95M4I8M1I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.752	99.752	Human papillomavirus	known_species
64	SRR1622873Score=578.308_Edges=6631_5941_10113_2433_2437_9391_9393_6555_15173_2603_7747_16547_16543_9697_2187_2189_6119_8231_8227_Position=50_Alignment=40M2I82M2I214M4I44M1I15M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.398	99.398	Human papillomavirus 172	known_species
65	SRR1622899Score=618.187_Edges=3_Position=1368_Alignment=40M1I218M4I8M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.587	99.587	Human papillomavirus	known_species
66	SRR17534862Score=613.109_Edges=81455_366769_366767_12913_12911_275391_275397_403871_87547_87545_222359_117687_223007_220443_329269_329265_394145_276377_77785_307099_148253_72977_123857_123853_63587_63591_133935_133937_286487_286485_32367_87371_87373_357793_263327_382783_60755_200315_Position=22_Alignment=258M3I8M4I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.746	99.746	Gammapapillomavirus sp.	known_species
67	SRR22230823Score=648.611_Edges=375963_Position=3353_Alignment=40M2I81M1D136M6I8M1I70M1I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
68	SRR3643899Score=621.51_Edges=19727_56941_10761_2667_47283_51809_72311_72309_34921_21191_30165_30167_3525_22217_72369_72367_Position=289_Alignment=40M1I218M4I8M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.762	98.762	Human papillomavirus	known_species
69	SRR6442942Score=642.489_Edges=49_Position=3307_Alignment=40M1I81M1D136M6I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Gammapapillomavirus 10	known_species
70	SRR7687731Score=651.443_Edges=39_Position=2903_Alignment=40M2I218M2I8M3I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus 187	known_species
71	SRR7688412Score=657.777_Edges=2675_1843_1845_16333_18437_18433_8065_8063_6577_19833_19837_23623_23625_13109_10173_2751_2749_949_20137_20135_8173_8171_13553_13413_Position=1088_Alignment=121M1D136M5I8M1I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	NA	NA	NA	no_hit
72	SRR7688425Score=626.394_Edges=171_205_Position=544_Alignment=121M2I145M3I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	92.245	92.245	Human papillomavirus	known_species
73	SRR7992584Score=604.766_Edges=70427_44457_44455_28541_20663_38965_38967_45067_36501_44807_13443_11373_11367_65705_65707_67517_50403_63107_11479_11477_23633_53739_Position=660_Alignment=40M2I81M1D136M6I8M1I104M1I25M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus 65	known_species
74	ERR10856925Score=650.763_Edges=9_Position=1592_Alignment=40M1I81M1D40M1I96M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.173	99.173	Betapapillomavirus 2	known_species
75	ERR3593824Score=638.356_Edges=3_Position=3586_Alignment=40M1I81M1D41M1I95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus 17	known_species
76	SRR14825200Score=647.391_Edges=5_143_Position=0_Alignment=40M2I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.504	99.504	Human papillomavirus type 96	known_species
77	SRR15442206Score=635.781_Edges=13_Position=5165_Alignment=40M1I121M2D95M4I78M5I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.338	99.338	Gammapapillomavirus 12	known_species
78	SRR15442469Score=642.481_Edges=21_35_37_3_7_45_Position=2234_Alignment=40M1I81M1D40M1I96M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.917	99.917	Human papillomavirus;Human papillomavirus 122	known_species
79	SRR26848454Score=641.806_Edges=3_Position=3801_Alignment=40M1I81M1D136M7I8M1I129M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.752	99.752	Human papillomavirus 134	known_species
80	SRR27078828Score=641.721_Edges=571_797_801_401_301_305_927_899_369_365_673_85_551_335_337_331_243_901_905_89_9_445_439_353_817_565_561_183_213_139_135_829_247_449_487_739_685_681_291_287_185_311_115_117_329_923_849_175_127_773_295_787_841_845_541_717_715_129_647_495_197_201_379_631_633_611_195_233_Position=3_Alignment=40M1I121M2D95M4I8M1I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.504	99.504	Human papillomavirus 157	known_species
81	SRR6442934Score=631.612_Edges=11_Position=3363_Alignment=40M2I81M1D40M1D95M8I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	human papillomavirus 108	known_species
82	SRR7688025Score=644.794_Edges=155_155_Position=6646_Alignment=40M1I81M1D136M7I8M1I129M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
83	SRR7688471Score=649.622_Edges=1493_1453_8799_11583_11577_6127_Position=416_Alignment=40M1I81M1D40M1I96M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	97.512	97.512	Human papillomavirus 159	known_species
84	SRR7688519Score=628.224_Edges=217_Position=3282_Alignment=40M1I218M3I8M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
85	SRR7688520Score=643.631_Edges=169_29_Position=2335_Alignment=40M1I81M1D41M1I95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	97.684	97.684	Human papillomavirus	known_species
86	SRR7688538Score=637.321_Edges=1431_Position=877_Alignment=40M1I81M1D40M1I96M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus 15	known_species
87	SRR7688716Score=633.648_Edges=10393_7071_13551_4479_2213_555_11623_11621_11943_1967_11807_13137_13139_4535_963_961_7183_11965_7619_4015_13737_13735_6089_6119_2393_4265_3085_5747_5743_14381_3819_7277_12485_5227_5231_12885_12883_4831_1053_12497_12499_4149_14107_12363_12361_675_673_3997_9591_14611_14613_10589_10591_13795_8527_10823_10827_9927_495_10241_4459_12257_12255_15335_11985_11987_8345_3195_14049_14051_10383_11463_13513_13515_4061_2881_12285_9265_9261_5123_9137_14417_14419_8691_7543_7173_6127_6425_6421_10993_797_3367_6323_4929_4931_10217_13633_13635_2267_14189_9227_9223_Position=108_Alignment=40M1I81M1D41M1I95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.083	98.083	Human papillomavirus 37	known_species
88	SRR7688828Score=654.507_Edges=1577_1581_3407_3403_3287_3285_4477_3949_3951_7381_3827_101_2895_3513_2461_2459_7139_325_6767_4711_4707_8549_7903_4543_1849_1851_2097_6701_2507_7629_8355_4963_8275_5813_7321_7325_5045_4343_6987_6985_4361_6207_3549_3551_5723_3115_7555_7559_2933_5555_2025_7861_4455_7997_7993_5477_5473_209_4589_4587_3767_2191_6315_6319_4265_4263_2537_7183_7181_4661_Position=36_Alignment=40M2I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	94.789	94.789	Human papillomavirus	known_species
89	SRR13789499Score=654.387_Edges=106979_62563_Position=1286_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	93.952	93.952	Human papillomavirus 111	known_species
90	SRR13789795Score=655.793_Edges=105041_Position=1476_Alignment=40M2I81M1D40M1D95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.425	98.425	Human papillomavirus type 49	known_species
91	SRR26848400Score=649.6_Edges=39_37_107_109_47_Position=72_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	94.118	94.118	Human papillomavirus type 38b	known_species
92	SRR27078656Score=615.041_Edges=47_17_Position=4370_Alignment=40M2I121M2D95M4I78M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.502	99.502	Human papillomavirus 179	known_species
93	SRR6442927Score=657.063_Edges=15_13_59_427_305_307_201_111_31_29_Position=74_Alignment=40M2I81M1D40M1D95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	92.786	92.786	human papillomavirus 75	known_species
94	SRR7687879Score=656.388_Edges=1201_11395_11393_Position=64_Alignment=121M1D136M7I8M1I129M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.668	99.668	Human papillomavirus	known_species
95	SRR7688412Score=649.794_Edges=17845_24521_3287_Position=1237_Alignment=40M1D80M1D136M7I8M3I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	94.444	94.444	Human papillomavirus 138	known_species
96	SRR7688451Score=624.794_Edges=3119_3117_5409_4493_4497_3689_3203_4641_4639_2581_1611_1409_1411_4865_4869_4431_4429_5201_5197_2409_1197_1199_1787_187_3403_521_523_2615_2613_1177_1175_4517_4519_541_543_1169_4099_999_3955_5057_4163_4165_3997_3999_13_4779_4245_5473_5471_1251_109_3937_1845_1097_707_709_773_1493_719_3605_4769_4765_79_2153_2151_3969_3973_2593_3555_5205_1995_1571_2523_2527_3111_Position=18_Alignment=40M1I81M1D41M1I95M7I8M1I69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	97.38	97.38	Human papillomavirus 110	known_species
97	SRR7688472Score=636.649_Edges=11685_11689_10051_14665_14667_16517_12779_12783_1291_15865_13961_2777_14277_2561_14805_13359_13361_6145_17999_14405_9003_8999_12929_15729_2169_2611_2613_14511_14509_6059_9797_18011_3559_11079_4877_4265_3847_3843_3_17769_11771_11773_5623_11237_7727_8785_8789_16361_10035_Position=4_Alignment=40M1I81M2I145M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.916	99.916	Human papillomavirus	known_species
98	SRR7688475Score=660.189_Edges=30161_Position=743_Alignment=121M1D136M6I8M1I70M1I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
99	SRR7688479Score=639.571_Edges=177_175_Position=6314_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.17	98.17	Human papillomavirus	known_species
100	SRR7688536Score=628.272_Edges=15_Position=426_Alignment=40M2I82M2I144M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.42	99.42	Human papillomavirus	known_species
101	SRR7688670Score=646.559_Edges=34373_Position=3015_Alignment=121M1D136M7I8M1I129M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.585	99.585	Gammapapillomavirus sp.	known_species
102	SRR7992549Score=644.333_Edges=42391_37065_37067_33121_21993_11277_27095_27097_19597_19601_25049_25047_47923_51235_51239_68325_73321_73779_64785_74069_74065_859_29541_46065_30647_35405_68769_46163_15839_15835_55721_6739_Position=51_Alignment=40M2I218M4I8M1I129M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.254	99.254	Human papillomavirus 201	known_species
103	SRR7993549Score=608.03_Edges=8351_8349_6141_11883_11879_16603_38333_38331_21923_21927_50101_50103_18105_53781_36339_36735_36727_12783_2829_24957_38715_33115_50791_50795_34043_Position=72_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.649	99.649	Human papillomavirus 38	known_species
104	ERR10187996Score=548.715_Edges=29_Position=1369_Alignment=40M1I70M1D10M1D41M2I95M5I8M3I68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bovine	ncbi_virus	NA	99.667	99.667	Bos taurus papillomavirus 7	known_species
105	ERR3675734Score=633.583_Edges=47_47_Position=6640_Alignment=40M1I82M2I40M1D95M1I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Metagenome	ncbi_virus	NA	97.589	97.589	Human papillomavirus type 60	known_species
106	SRR13790026Score=656.256_Edges=274073_274077_699233_Position=2583_Alignment=40M1I81M1D40M1D95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	86.627	86.627	Human papillomavirus 152	new_species
107	SRR14825073Score=655.46_Edges=19_23_119_Position=1449_Alignment=40M1I81M1D136M7I78M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.318	98.318	Human papillomavirus FA75/KI88-03	known_species
108	SRR1633029Score=627.82_Edges=14185_5997_Position=1271_Alignment=40M2I82M2I143M1D70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	97.672	97.672	Human papillomavirus	known_species
109	SRR22229426Score=612.642_Edges=368477_368479_201559_88347_165489_418957_355873_84951_404901_49553_311923_313213_382969_174769_174767_1743_143491_133017_286589_286591_1683_376699_132315_132311_400271_82355_310743_208963_208967_279623_343719_347903_43109_217139_12441_12443_265727_201807_201805_230897_211887_211885_382369_382371_407849_277599_310009_310011_348847_348849_22985_307943_307939_66015_66017_77283_303197_254699_307919_148659_150269_100925_100921_304573_150289_84101_229315_229313_Position=3_Alignment=40M2I81M2I144M1D70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.331	99.331	Human papillomavirus	known_species
110	ERR10187991Score=630.316_Edges=59_55_7_43_53_Position=86_Alignment=121M1D40M2D94M6I78M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bovine	ncbi_virus	NA	97.417	97.417	Bos taurus papillomavirus 10	known_species
111	SRR7688431Score=627.936_Edges=41_43_169_Position=739_Alignment=121M2I40M2D103M2I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.167	99.167	Human papillomavirus	known_species
112	SRR7688479Score=624.911_Edges=53_49_79_103_Position=1576_Alignment=40M2I82M2I143M1D70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	92.596	92.596	Human papillomavirus	known_species
113	SRR7992840Score=619.988_Edges=12381_33595_33591_77421_Position=607_Alignment=121M2I40M2D103M2I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.417	99.417	Human papillomavirus	known_species
114	ERR10856944Score=631.489_Edges=37_Position=1519_Alignment=40M1I81M1D136M7I6M2D70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.747	98.747	Human papillomavirus 100	known_species
115	SRR6442967Score=630.653_Edges=171_Position=606_Alignment=40M1I218M3I6M2D70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
116	SRR7688675Score=614.918_Edges=15_Position=1173_Alignment=122M2I39M2D103M1I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
117	SRR8649514Score=628.988_Edges=9_13_7_3_Position=147_Alignment=40M2I212M4I83M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Non-human Primate	ncbi_virus	NA	100	100	Callithrix penicillata papillomavirus type 1	known_species
118	ERR10857006Score=611.801_Edges=5_3_Position=1234_Alignment=122M2I39M2D103M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	95.477	95.477	Human papillomavirus	known_species
119	ERR3974444Score=632.091_Edges=9_11_57_Position=59_Alignment=40M1I81M1D136M7I6M2D69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.576	98.576	Human papillomavirus 23	known_species
120	SRR14825291Score=638.564_Edges=65_11_15_7_55_41_Position=1612_Alignment=40M1I81M1D136M7I6M2D69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	93.484	93.484	Human papillomavirus	known_species
121	SRR5877174Score=613.053_Edges=3_Position=3322_Alignment=40M1I122M2D94M4I6M3D69M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Rodent	ncbi_virus	NA	99.581	99.581	Human papillomavirus	known_species
122	SRR7993543Score=634.356_Edges=21985_21983_18597_1255_1727_1729_10359_163_161_12813_12815_701_703_22163_4121_6041_19533_8957_8959_12573_20169_20165_4599_4601_5627_9775_2645_2641_3005_12025_16393_16391_18803_18805_20729_21337_21991_21993_3135_10147_11733_11731_965_1863_20203_20207_3921_21355_8655_8651_21681_18349_17521_7797_13591_13595_21123_16163_16161_19831_9467_2649_2323_1713_6051_22043_22045_4929_11871_12879_17137_20825_7395_7399_11145_999_7787_7791_18365_12053_12051_18997_2513_12227_14279_11745_14621_14617_11925_11921_745_10675_4591_10693_17183_17979_15039_15041_14081_13769_19657_19653_21085_18675_3915_3913_2161_7539_7541_17957_17959_14943_1833_1251_1249_17357_15149_9113_3751_22857_22861_10683_13783_147_11777_Position=7_Alignment=40M1I81M1D136M7I6M2D69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.916	99.916	Human papillomavirus 120	known_species
123	DRR013324Score=643.336_Edges=46461_38497_38495_7215_54627_47589_48051_48055_48307_36189_23745_9007_9005_55391_33585_50063_46859_51167_49357_18275_28425_1293_543_24235_16005_35333_20901_25617_4243_8007_8003_8417_50121_50119_27275_27277_10641_10647_3997_50471_50473_24573_33219_30873_30867_24099_24103_35483_38303_53387_38709_25613_13491_38487_1877_23727_36749_40499_43669_27119_38577_42645_54151_27243_27239_24077_16815_20883_12519_43435_19403_19409_31859_46037_4705_11059_21351_32051_32049_39095_51411_48921_45481_50949_23445_2177_28005_28007_43735_38623_10227_22075_22073_46107_46105_31307_28391_11777_31963_31967_13179_50097_23483_18207_15273_15267_25155_23533_42377_13121_4111_48043_33325_18063_38559_9703_9705_33999_42995_48915_32869_18923_35547_35545_17753_17751_27717_27715_4467_25031_25029_28333_4377_31999_9995_9999_20055_11749_9935_31185_31183_7021_11993_35149_55175_5093_42255_42251_6745_12729_49505_49503_4357_37801_32025_12041_13133_4107_14617_14615_55191_21239_21243_25185_40917_38575_31949_42595_42597_16913_21843_44791_10041_24401_24399_26893_33183_33185_13847_37381_37379_40141_37925_16625_16629_34315_34311_32471_9853_46047_43419_43417_31973_31975_8965_53779_44323_14129_38107_38105_3387_14799_14801_38811_47991_25573_3017_13749_13747_35283_44591_36717_6031_8665_42127_42123_52929_45757_33287_49033_54503_25179_37835_23405_54939_54941_37215_35637_29769_29771_12181_12185_40593_42097_15407_46357_46359_20717_50893_36521_7745_609_9571_1187_1191_13623_53289_53287_24031_24027_48759_2247_2251_40511_23645_23641_44165_38803_38807_34609_49445_49447_24875_43287_43285_3301_25629_19271_19277_49665_2835_40601_40607_39859_42891_40827_34765_34763_44675_30541_30543_15411_18891_20251_35645_35647_10825_35855_42261_42265_54387_35537_28899_53091_54557_22747_32813_32811_13763_13761_34587_23181_2583_36083_35349_35353_30481_52587_9033_35311_30917_53245_28123_36661_29361_29363_6253_39147_205_207_44635_54609_18935_18939_46701_8727_8725_12195_12189_37877_42583_42581_28733_34159_7143_32491_32493_4925_25873_46681_3023_39973_14065_48871_38307_12265_40169_23015_23003_16139_48011_48007_21823_14847_14843_6051_6047_28359_23451_43499_52627_49653_49651_43457_27391_27387_9003_38665_7723_16323_21707_21705_54885_44349_11983_11985_12677_21611_21613_49759_22661_20147_20145_34227_11773_48687_1835_13047_13467_43137_50089_38929_46085_46087_9861_46689_24321_24325_42299_Position=20_Alignment=40M4I226M1I68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.653	98.653	human papillomavirus 52	known_species
