V1	X	node	branch.length	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	X.1	lib	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47
JX972168.1_72_1247_1	1301	176	0.110509491	TRUE	5.589345255	757	5.53409051	245.5135135	Taupapillomavirus	ncbi	Feline	Feline	Felis_domesticus	Felis_domesticus_associated	JX972168.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
BK066384.1_135_1322_1	1619	489	0.004199519	TRUE	5.513287443	804	5.511187683	260.7567568	Pipapillomavirus	ncbi	Rodent	Rodent	Mus	Mus_associated	BK066384.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MK463910.1_51_1229_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ080081.1_231_1436_1	1580	449	0.107265401	TRUE	5.858483672	817	5.804850972	264.972973	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	DQ080081.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AJ243287.1_93_1289_1	1836	709	0.49919632	TRUE	5.531235887	245	5.281637727	79.45945946	Kappapapillomavirus	ncbi	Lapine	Other	Sylvilagus	Sylvilagus_associated	AJ243287.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HG939559.1_63_1247_1	1609	480	0.152254009	TRUE	5.603462646	797	5.527335641	258.4864865	Pipapillomavirus	ncbi	Rodent	Rodent	Phodopus_sungorus	Phodopus_sungorus_associated	HG939559.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MA632777.1_54_1307_1	1840	716	0.468232756	TRUE	5.380947882	240	5.146831504	77.83783784	Mupapillomavirus	ncbi	Human	Human	Mupapillomavirus	Human_associated	MA632777.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
BK066355.1_237_1415_1	1253	126	0.038748662	TRUE	5.163312457	465	5.143938126	150.8108108	Rhinolophus_ferrumequinum	_associated	ncbi	Bat	Bat	Rhinolophus_ferrumequinum	_associated	Rhinolophus_ferrumequinum	_associated	BK066355.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MT078971.1_138_1322_1	1229	103	0.291610604	TRUE	5.238398552	483	5.09259325	156.6486486	Dyodeltapapillomavirus	ncbi	Porcine	Porcine	Sus_scrofa	Sus_scrofa_associated	MT078971.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JX174437.1_54_1229_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LR861990.1_147_1349_1	1580	450	0.136410208	TRUE	5.88762848	818	5.819423376	265.2972973	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	LR861990.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
DQ344807.1_171_1337_1	1222	91	0.090865377	TRUE	5.710459997	500	5.665027308	162.1621622	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	DQ344807.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AF486184.1_75_1265_1	1756	625	0.149584534	TRUE	5.795427224	644	5.720634956	208.8648649	Xipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	AF486184.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AF394740.1_87_1283_1	2044	924	0.83973146	TRUE	5.448843006	201	5.028977276	65.18918919	Zetapapillomavirus	ncbi	Equine	Equine	Equus	Equus_associated	AF394740.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588730.1_129_1328_1	1396	251	0.102344551	TRUE	6.851201314	1080	6.800029039	350.2702703	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588730.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
LR862035.1_138_1343_1	1578	448	0.207493653	TRUE	5.840038606	819	5.736291779	265.6216216	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	LR862035.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
FB582207.1_45_1223_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB361563.1_123_1286_1	1150	19	0.081633881	TRUE	5.933557755	544	5.892740815	176.4324324	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	AB361563.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KP692124.1_72_1277_1	1583	473	0.42885673	TRUE	5.665329707	822	5.450901342	266.5945946	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	KP692124.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KT236450.1_117_1292_1	1219	88	0.041787632	TRUE	5.697251742	508	5.676357926	164.7567568	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	KT236450.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AY684126.1_51_1235_1	1927	809	0.477701019	TRUE	5.711289962	371	5.472439453	120.3243243	Sigmapapillomavirus	ncbi	Rodent	Rodent	Erethizon_dorsatum	Erethizon_dorsatum_associated	AY684126.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AF457465.1_225_1391_1	2093	976	0.101393531	TRUE	5.738288711	167	5.687591946	54.16216216	Epsilonpapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	AF457465.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
BK062773.1_54_1253_1	1828	699	0.111624138	TRUE	5.410650194	283	5.354838125	91.78378378	Manis_javanica_associated	ncbi	Pangolin	Pangolin	Manis_javanica_associated	Manis_javanica_associated	BK062773.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MW436430.1_57_1277_1	2094	975	0.169714047	TRUE	5.921549192	168	5.836692169	54.48648649	Bos_taurus_associated	ncbi	Cattle	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW436430.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GQ916646.1_81_1289_1	1681	547	0.180536147	TRUE	5.747909507	725	5.657641433	235.1351351	Betapapillomavirus	ncbi	Human	Human	Betapapillomavirus	Human_associated	GQ916646.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
LC333412.2_96_1277_1	1300	172	0.231801147	TRUE	5.645634557	756	5.529733984	245.1891892	Taupapillomavirus	ncbi	Feline	Feline	Felis_domesticus	Felis_domesticus_associated	LC333412.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MW428425.1_90_1274_1	1746	611	0.094595258	TRUE	5.963348621	659	5.916050992	213.7297297	Bos_taurus_associated	ncbi	Cattle	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW428425.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588699.1_138_1355_1	1598	468	0.111460421	TRUE	5.764508773	827	5.708778562	268.2162162	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588699.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AB201226.1_129_1310_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB845589.1_75_1262_1	1755	624	0.27379929	TRUE	6.001820126	649	5.864920481	210.4864865	Xipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	AB845589.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
EF591300.1_147_1319_1	1210	74	0.127700382	TRUE	5.744602989	515	5.680752798	167.027027	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	EF591300.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
DQ217793.1_51_1253_1	1626	497	0.21392955	TRUE	6.202399446	751	6.095434671	243.5675676	Dyoxipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	DQ217793.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588749.1_135_1352_1	1542	406	0.017053379	TRUE	5.98688499	871	5.9783583	282.4864865	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588749.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MQ135611.1_45_1232_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF588691.1_87_1277_1	1321	181	0.125271139	TRUE	6.369237399	955	6.30660183	309.7297297	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588691.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AF420235.1_81_1253_1	2152	1040	0.516976505	TRUE	4.515152788	73	4.256664536	23.67567568	Psittacus_erithacus_timneh_associated	ncbi	Avian	Avian	Psittacus_erithacus_timneh_associated	Psittacus_erithacus_timneh_associated	AF420235.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MQ011421.1_45_1214_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HW350050.1_63_1271_1	1558	425	0.07192608	TRUE	5.80350948	863	5.76754644	279.8918919	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	HW350050.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AF377865.1_192_1367_1	1804	672	0.070330985	TRUE	5.803704871	259	5.768539379	84	Lambdapapillomavirus	ncbi	Feline	Feline	Felis_domesticus	Felis_domesticus_associated	AF377865.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HW350071.1_234_1418_1	1144	8	0.045466566	TRUE	6.083657354	557	6.060924071	180.6486486	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	HW350071.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AF020905.1_135_1310_1	1222	90	0.112833213	TRUE	5.732427833	499	5.676011227	161.8378378	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	AF020905.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588696.1_222_1436_1	1579	447	0.14047653	TRUE	5.904983616	821	5.83474535	266.2702703	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588696.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JF834523.1_75_1262_1	1758	632	0.080183904	TRUE	5.610234429	638	5.570142477	206.9189189	Xipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	JF834523.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AY722648.1_99_1274_1	1298	167	0.237900968	TRUE	6.109489998	771	5.990539514	250.0540541	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	AY722648.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
EU796884.1_147_1331_1	1782	662	0.218769119	TRUE	4.929175678	452	4.819791118	146.5945946	Dyodeltapapillomavirus	ncbi	Cetacean	Cetacean	Feline_domesticus	Feline_domesticus_associated	EU796884.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KR816176.1_141_1355_1	1591	458	0.137900091	TRUE	5.904266361	839	5.835316315	272.1081081	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	KR816176.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MQ005201.1_45_1223_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MQ135610.1_45_1223_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH376689.1_72_1247_1	1606	493	0.818013393	TRUE	5.804388722	794	5.395382026	257.5135135	Erethizon_dorsatum_associated	ncbi	Rodent	Rodent	Erethizon_dorsatum_associated	Erethizon_dorsatum_associated	MH376689.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JF800656.1_282_1466_1	2034	913	0.168842872	TRUE	5.292575256	218	5.20815382	70.7027027	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	JF800656.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KP692118.1_147_1352_1	1436	298	0.178563319	TRUE	6.393782884	1055	6.304501224	342.1621622	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	KP692118.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
